"Id","SalePrice"
1461,126893.426866667
1462,151414.8997
1463,181238.998133333
1464,185513.7856
1465,195422.3248
1466,183724.3931
1467,173859.6935
1468,176316.556066667
1469,176871.264833333
1470,129960.5604
1471,190102.329733333
1472,97128.9048666666
1473,99691.6424
1474,152154.9379
1475,132158.308366667
1476,380945.501133333
1477,262758.027266667
1478,306945.117833333
1479,286682.5135
1480,470194.7582
1481,314343.1046
1482,210547.160533333
1483,180880.423866667
1484,172174.165666667
1485,175337.717166667
1486,199072.3597
1487,328214.898233334
1488,235241.320433333
1489,211440.969766667
1490,216780.946133333
1491,191255.917533333
1492,107832.593166667
1493,172974.3016
1494,307871.361166667
1495,295252.232166667
1496,229210.6249
1497,192183.388166667
1498,154906.2869
1499,153085.262233333
1500,164194.883633333
1501,174364.4379
1502,162591.290366667
1503,282963.325733333
1504,234737.523533333
1505,221127.244433333
1506,190987.404366667
1507,240396.135333333
1508,194891.837866667
1509,166875.827966667
1510,151678.283866667
1511,152358.0306
1512,164362.403333333
1513,146470.855333333
1514,150978.8446
1515,185833.719733333
1516,153547.771933333
1517,152249.100066667
1518,135840.214133333
1519,211287.662633333
1520,140047.037633333
1521,145163.294333333
1522,161345.5196
1523,120988.296333333
1524,126846.058433333
1525,126730.347233333
1526,129773.109666667
1527,112225.3372
1528,131903.6266
1529,145927.768766667
1530,164288.292333333
1531,132535.1418
1532,106743.2112
1533,141161.606033333
1534,116182.508166667
1535,149481.067766667
1536,118530.926066667
1537,90260.8213333334
1538,164239.866852381
1539,214464.156133333
1540,118308.031266667
1541,141228.892966667
1542,144923.314133333
1543,186230.040466667
1544,91900.8332000001
1545,108236.655566667
1546,125315.740966667
1547,136251.3491
1548,132139.8301
1549,114949.345733333
1550,145305.008766667
1551,119378.596266667
1552,139575.232966667
1553,139639.382933333
1554,117126.289
1555,181714.474366667
1556,127362.81
1557,128586.282233333
1558,104673.300333333
1559,122950.9648
1560,150491.273633333
1561,144753.365633333
1562,128478.365466667
1563,127747.294666667
1564,159767.031566667
1565,157275.118966667
1566,227385.1951
1567,92977.1668
1568,224606.795266667
1569,144435.936
1570,133121.935733333
1571,127038.5615
1572,144245.3426
1573,219331.413133333
1574,123505.311766667
1575,218648.3189
1576,224486.081533333
1577,200827.1307
1578,151888.746766667
1579,142607.930866667
1580,191982.936833333
1581,146565.787966667
1582,129524.685233333
1583,314807.242033333
1584,237154.913233333
1585,140539.554847619
1586,81060.7491333333
1587,104539.513
1588,146331.481366667
1589,100834.7422
1590,130930.890933333
1591,105699.815433333
1592,133391.510833333
1593,124777.999233333
1594,143682.318733333
1595,131215.128733333
1596,233639.365133333
1597,183671.050033333
1598,191951.427066667
1599,185743.6265
1600,182787.3832
1601,76485.0909666666
1602,111017.480633333
1603,94790.4287
1604,280883.131966667
1605,245508.2339
1606,169403.816333333
1607,168389.328766667
1608,216810.7397
1609,197631.255166667
1610,170762.970066667
1611,152509.2279
1612,171239.547733333
1613,163922.0188
1614,121872.884133333
1615,88971.8661666667
1616,84023.0393666667
1617,89835.8450666667
1618,128409.247866667
1619,133911.565033333
1620,165108.532133333
1621,143337.5656
1622,148321.702466667
1623,264504.225666667
1624,206545.034566667
1625,125413.368833333
1626,166637.9472
1627,185851.793366667
1628,265846.510333333
1629,178098.8907
1630,347400.164066667
1631,216038.392866667
1632,249741.026166667
1633,173551.8686
1634,185843.968566667
1635,181032.681866667
1636,166472.357433333
1637,189788.3912
1638,205727.446966667
1639,184381.7745
1640,241176.902733333
1641,187480.6205
1642,227876.0289
1643,229358.638066667
1644,230096.3382
1645,189893.265033333
1646,163793.796933333
1647,163220.176233333
1648,143280.613533333
1649,139623.912033333
1650,125691.734466667
1651,123462.668466667
1652,94896.053
1653,99162.1166666666
1654,153706.1916
1655,150914.247366667
1656,148696.4868
1657,151762.413033333
1658,154998.0949
1659,140289.570133333
1660,151948.259466667
1661,437050.0429
1662,378494.517433333
1663,366671.321966667
1664,448617.795833333
1665,317068.340266667
1666,333366.374466667
1667,349702.342333333
1668,328308.298533333
1669,300247.2779
1670,341365.501266667
1671,262255.309566667
1672,459246.460966666
1673,307993.7128
1674,257900.475466667
1675,195076.387233333
1676,196251.684466667
1677,214747.8249
1678,461015.241033333
1679,384807.6415
1680,329183.446166667
1681,262033.514933333
1682,312993.1077
1683,191017.142133333
1684,174356.062933333
1685,175142.972933333
1686,170035.367433333
1687,170514.1621
1688,187942.5791
1689,190041.1206
1690,185311.2169
1691,177728.728533333
1692,254583.4847
1693,174176.088533333
1694,184132.400466667
1695,172437.6064
1696,261557.949066667
1697,172335.590466667
1698,343541.882566666
1699,334910.8539
1700,254337.945633333
1701,269543.702733333
1702,252668.749933333
1703,249865.267
1704,286912.1026
1705,236098.097366667
1706,403668.9253
1707,228397.900566667
1708,220676.298166667
1709,268682.711
1710,223874.597233333
1711,265924.9674
1712,259728.194566667
1713,266288.8057
1714,222540.0057
1715,203349.7871
1716,178204.2806
1717,165542.855166667
1718,139196.650233333
1719,208131.924033333
1720,247353.1369
1721,168006.5896
1722,135110.742
1723,159373.388433333
1724,208169.2467
1725,231183.329133333
1726,191885.827233333
1727,173850.950066667
1728,186299.561366667
1729,164291.044333333
1730,163932.167233333
1731,124792.880333333
1732,130811.8799
1733,125969.799366667
1734,129613.538466667
1735,136497.712333333
1736,120420.125833333
1737,343842.380566666
1738,224835.2757
1739,278813.188466667
1740,221638.563433333
1741,192427.324
1742,173594.6774
1743,174284.528866667
1744,300995.611166667
1745,234394.106733333
1746,246628.460333333
1747,213329.6131
1748,219081.363766667
1749,164359.142633333
1750,152902.392766667
1751,224000.651433333
1752,122405.007866667
1753,144094.260866667
1754,202805.427966667
1755,171189.817333333
1756,126176.233766667
1757,120005.255733333
1758,150877.3814
1759,159254.1659
1760,161247.465533333
1761,152219.220933333
1762,172382.315433333
1763,167581.392066667
1764,124215.788033333
1765,172437.438533333
1766,166530.947666667
1767,187299.1164
1768,142065.578333333
1769,167400.573266667
1770,143585.3943
1771,140416.4954
1772,144717.0552
1773,141379.876666667
1774,135998.501633333
1775,134369.805666667
1776,127917.967366667
1777,120975.6422
1778,138109.597266667
1779,123292.104766667
1780,168660.270066667
1781,135696.087033333
1782,100438.760866667
1783,132157.131266667
1784,104363.2952
1785,118834.802533333
1786,153944.922933333
1787,160916.193233333
1788,71973.6609
1789,101952.666733333
1790,88626.0103666667
1791,174256.0354
1792,153599.078666667
1793,139409.9747
1794,142591.966333333
1795,139941.433933333
1796,137499.9771
1797,124061.380433333
1798,126548.359066667
1799,119950.5943
1800,136453.3768
1801,129280.6907
1802,142289.179733333
1803,149987.1681
1804,142161.1474
1805,136412.078266667
1806,118732.894133333
1807,135585.328066667
1808,121052.818966667
1809,125159.927866667
1810,141836.096133333
1811,112511.471
1812,112246.0157
1813,121495.167533333
1814,98794.1536666667
1815,71611.8518
1816,107027.152733333
1817,134821.187119048
1818,145957.717966667
1819,124123.636233333
1820,86691.0614
1821,120083.328533333
1822,150918.508633333
1823,65096.8740666666
1824,139609.5381
1825,143547.286166667
1826,110884.139566667
1827,112762.04
1828,138432.886333333
1829,117348.504066667
1830,134267.4716
1831,150032.476
1832,118384.698066667
1833,144068.504066667
1834,128622.449
1835,142969.925
1836,129523.499766667
1837,103778.337366667
1838,132931.7154
1839,101894.210433333
1840,164347.726733333
1841,143932.930666667
1842,96966.4693666667
1843,141082.464866667
1844,141122.1874
1845,147232.977566667
1846,154998.943
1847,182986.759266667
1848,79521.0996333333
1849,116219.2743
1850,126343.911
1851,147592.0694
1852,125517.662766667
1853,138204.6468
1854,169654.293366667
1855,165089.097633333
1856,217755.356466667
1857,181915.2341
1858,146607.600933333
1859,124522.8212
1860,154282.4899
1861,124569.810866667
1862,268652.5912
1863,260836.417166667
1864,260836.417166667
1865,324956.123633333
1866,320172.051333333
1867,237663.999333333
1868,285765.666266667
1869,197594.614033333
1870,238475.746766667
1871,249741.6152
1872,171706.4059
1873,227030.292133333
1874,139494.180666667
1875,203500.7892
1876,198992.557233333
1877,212508.006766667
1878,208937.236966667
1879,133564.942766667
1880,135748.4829
1881,243263.907
1882,251630.882833333
1883,199277.345666667
1884,216973.140033333
1885,246067.2456
1886,281528.370166667
1887,204471.8103
1888,270081.028966667
1889,168353.874966667
1890,133358.158
1891,142953.361566667
1892,110836.501533333
1893,134662.500433333
1894,128104.212366667
1895,145127.9855
1896,121622.194733333
1897,128228.313966667
1898,118593.7212
1899,157312.341266667
1900,151543.1016
1901,170817.316266667
1902,151907.825733333
1903,226326.569766667
1904,153517.6657
1905,191556.770733333
1906,170913.866033333
1907,211993.457166667
1908,127270.820866667
1909,141850.7098
1910,132984.5013
1911,196844.496
1912,284070.3707
1913,143963.913966667
1914,75456.9925333334
1915,322751.3366
1916,74767.9516
1917,249204.4136
1918,140461.184566667
1919,159839.538
1920,158657.501233333
1921,383656.431933333
1922,317664.235633333
1923,206196.161066667
1924,217643.3219
1925,222560.559266667
1926,365034.2467
1927,140041.990433333
1928,157734.241
1929,126550.556333333
1930,142148.7713
1931,142907.330566667
1932,142984.191233333
1933,179775.487433333
1934,180074.2357
1935,177108.447466667
1936,188708.293733333
1937,180960.609366667
1938,176141.008433333
1939,255256.792633333
1940,193912.888
1941,176094.430733333
1942,189774.0235
1943,194691.6576
1944,317372.316866667
1945,365888.9419
1946,177717.404333333
1947,305977.274
